Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Source
2025-04-07 00:00:00-04:00,437.8294999241922,480.0351445802109,430.4621401697546,456.0617980957031,6353800,0.0,0.0,Barchart (via proxy)
2025-04-08 00:00:00-04:00,478.34024343020695,481.9357685022287,443.6391316118277,452.8385620117188,4240900,0.0,0.0,Barchart (via proxy)
2025-04-09 00:00:00-04:00,442.1989755310216,511.40524795835057,438.0352354853837,506.3793640136719,7024100,0.0,0.0,Barchart (via proxy)
2025-04-10 00:00:00-04:00,492.8888705462596,492.8888705462596,464.37949076640746,479.8587951660156,5374500,0.0,0.0,Barchart (via proxy)
2025-04-11 00:00:00-04:00,477.1156056020901,488.401779184816,468.8664889578371,484.4046020507813,3770200,0.0,0.0,Barchart (via proxy)
2025-04-14 00:00:00-04:00,499.6487808198134,501.6081878034205,487.0595849705021,493.7509765625,4392600,0.0,0.0,Barchart (via proxy)
2025-04-15 00:00:00-04:00,497.1113355803737,508.12322278722377,496.7096535745145,497.5816040039063,2501200,0.0,0.0,Barchart (via proxy)
2025-04-16 00:00:00-04:00,491.5368420122487,499.1099608428617,482.6901205888435,488.9210205078125,2765600,0.0,0.0,Barchart (via proxy)
2025-04-17 00:00:00-04:00,493.0259923728081,504.3807825383983,488.9896186333593,499.1491394042969,2593500,0.0,0.0,Barchart (via proxy)
2025-04-21 00:00:00-04:00,495.1421536637756,498.93360150733247,484.6397307199707,491.1841430664063,2859300,0.0,0.0,Barchart (via proxy)
2025-04-22 00:00:00-04:00,499.8741489186107,510.4255453009303,498.60051637530535,509.43603515625,2514600,0.0,0.0,Barchart (via proxy)
2025-04-23 00:00:00-04:00,522.799159598251,540.5905480348376,517.5381568273726,518.5668334960938,3048100,0.0,0.0,Barchart (via proxy)
2025-04-24 00:00:00-04:00,516.4016419046594,535.7410373875305,512.7963405425069,534.3008422851562,2223600,0.0,0.0,Barchart (via proxy)
2025-04-25 00:00:00-04:00,533.5465370371918,537.9454562685053,530.2351342071547,533.80126953125,1612700,0.0,0.0,Barchart (via proxy)
2025-04-28 00:00:00-04:00,533.8012768149285,543.2456336519061,531.4597709138866,535.31005859375,1459700,0.0,0.0,Barchart (via proxy)
2025-04-29 00:00:00-04:00,532.7529855056073,539.699110162535,530.3135331713527,537.7788696289062,1695600,0.0,0.0,Barchart (via proxy)
2025-04-30 00:00:00-04:00,524.8859626394012,538.3666925186566,520.6634428986956,536.4366455078125,2438300,0.0,0.0,Barchart (via proxy)
2025-05-01 00:00:00-04:00,536.9754913999764,547.0174527793138,534.4282860905905,542.5892333984375,2583000,0.0,0.0,Barchart (via proxy)
2025-05-02 00:00:00-04:00,550.1818884231614,558.2154687925919,548.3400411259042,554.610107421875,2883000,0.0,0.0,Barchart (via proxy)
2025-05-05 00:00:00-04:00,547.0272856198259,555.0608670678902,546.1847548782258,548.2029418945312,2197200,0.0,0.0,Barchart (via proxy)
2025-05-06 00:00:00-04:00,538.4450802365252,546.1259828507382,535.956654593358,538.2099609375,2902500,0.0,0.0,Barchart (via proxy)
2025-05-07 00:00:00-04:00,539.042640927157,544.1076908719895,536.6227423825914,540.7178955078125,1954900,0.0,0.0,Barchart (via proxy)
2025-05-08 00:00:00-04:00,547.4778971005973,560.5471078285182,546.8802923384939,554.21826171875,1994600,0.0,0.0,Barchart (via proxy)
2025-05-09 00:00:00-04:00,558.6759951389279,560.4884229363086,554.2967486140525,555.5899047851562,1522500,0.0,0.0,Barchart (via proxy)
2025-05-12 00:00:00-04:00,584.1580150739368,591.1236925672272,576.1440476661913,579.337890625,3527700,0.0,0.0,Barchart (via proxy)
2025-05-13 00:00:00-04:00,581.2581154933266,595.3756774077259,581.0229962041985,591.5548095703125,2765800,0.0,0.0,Barchart (via proxy)
2025-05-14 00:00:00-04:00,591.5450303112672,602.5177227498873,590.2714275720441,599.1867065429688,2874400,0.0,0.0,Barchart (via proxy)
2025-05-15 00:00:00-04:00,597.3546003691034,606.6422302797974,597.3546003691034,603.3994140625,2428100,0.0,0.0,Barchart (via proxy)
2025-05-16 00:00:00-04:00,604.428142171412,608.1901704733003,601.106932648198,606.4659423828125,2021800,0.0,0.0,Barchart (via proxy)
2025-05-19 00:00:00-04:00,596.8255730127611,606.8087539936057,586.1958140372361,599.8724365234375,2842100,0.0,0.0,Barchart (via proxy)
2025-05-20 00:00:00-04:00,595.414855144656,599.137716816893,590.7710697085598,594.2098388671875,1601600,0.0,0.0,Barchart (via proxy)
2025-05-21 00:00:00-04:00,589.5856114881987,597.4918266750966,579.9845282168542,581.4149169921875,2635900,0.0,0.0,Barchart (via proxy)
2025-05-22 00:00:00-04:00,580.5233039241739,589.9774667310387,580.4841373103926,586.0880126953125,1939600,0.0,0.0,Barchart (via proxy)
2025-05-23 00:00:00-04:00,573.1264998375054,589.7422913423868,570.6772412911913,586.3916625976562,1530600,0.0,0.0,Barchart (via proxy)
2025-05-27 00:00:00-04:00,593.6024062553914,605.1334764044046,592.6716759214373,603.2328491210938,2364700,0.0,0.0,Barchart (via proxy)
2025-05-28 00:00:00-04:00,604.7514258590072,606.0740017106843,594.9837505359403,596.0908203125,2001900,0.0,0.0,Barchart (via proxy)
2025-05-29 00:00:00-04:00,596.1692447009442,597.6191868719618,586.1566429677683,592.58349609375,1736100,0.0,0.0,Barchart (via proxy)
2025-05-30 00:00:00-04:00,590.7521753144741,594.2966643285934,584.6772906047609,591.1952514648438,2129500,3.0,0.0,Barchart (via proxy)
2025-06-02 00:00:00-04:00,589.3737366952739,589.9349584799718,583.0428496842296,589.4918823242188,1221200,0.0,0.0,Barchart (via proxy)
2025-06-03 00:00:00-04:00,590.7521476221277,596.974744121744,584.5787684492633,594.5231323242188,1730300,0.0,0.0,Barchart (via proxy)
2025-06-04 00:00:00-04:00,596.1476845183231,596.984619478631,589.4918671517792,589.974365234375,1294900,0.0,0.0,Barchart (via proxy)
2025-06-05 00:00:00-04:00,590.752128241926,600.3222838741265,583.7615854288288,596.54150390625,2086700,0.0,0.0,Barchart (via proxy)
2025-06-06 00:00:00-04:00,603.5517900199766,611.8026333273136,600.5980292205313,604.536376953125,1675900,0.0,0.0,Barchart (via proxy)
2025-06-09 00:00:00-04:00,605.274804410345,609.5577334416066,601.5924589729998,604.0637817382812,1610700,0.0,0.0,Barchart (via proxy)
2025-06-10 00:00:00-04:00,603.5517716345892,607.0470431219096,599.9186435581671,605.3929443359375,1376400,0.0,0.0,Barchart (via proxy)
2025-06-11 00:00:00-04:00,607.6673683961782,620.1322728731088,605.1173218409715,614.5496215820312,2063600,0.0,0.0,Barchart (via proxy)
2025-06-12 00:00:00-04:00,611.428520586514,616.3613110198796,606.3086562213338,615.4751586914062,1634700,0.0,0.0,Barchart (via proxy)
2025-06-13 00:00:00-04:00,606.5547578338828,610.5620337949908,600.1943648143176,604.0834350585938,1674800,0.0,0.0,Barchart (via proxy)
2025-06-16 00:00:00-04:00,609.4592816700876,622.5247688611436,608.4746947853217,618.1728515625,1870400,0.0,0.0,Barchart (via proxy)
2025-06-17 00:00:00-04:00,615.0715239893535,621.9340666798624,613.3977140349002,615.012451171875,1479300,0.0,0.0,Barchart (via proxy)
2025-06-18 00:00:00-04:00,614.8844363752247,630.017533742661,614.0377059787257,625.4490356445312,2423100,0.0,0.0,Barchart (via proxy)
2025-06-20 00:00:00-04:00,628.9836714445967,632.7349451613767,626.8766410382121,630.9232788085938,4115400,0.0,0.0,Barchart (via proxy)
2025-06-23 00:00:00-04:00,629.4070592303253,637.4412622491891,620.2996300013093,636.9096069335938,2020800,0.0,0.0,Barchart (via proxy)
2025-06-24 00:00:00-04:00,644.3629366520652,653.5392941691196,643.1715648174388,651.9048461914062,2307800,0.0,0.0,Barchart (via proxy)
2025-06-25 00:00:00-04:00,654.3564348170102,659.7913737777053,650.605161102465,659.5452270507812,1566400,0.0,0.0,Barchart (via proxy)
2025-06-26 00:00:00-04:00,660.2836794649148,678.7053224832028,660.1753893257218,676.5687255859375,2849500,0.0,0.0,Barchart (via proxy)
2025-06-27 00:00:00-04:00,680.3495495011543,683.5002396074524,674.8260314018148,680.1624755859375,3650500,0.0,0.0,Barchart (via proxy)
2025-06-30 00:00:00-04:00,703.2608953656261,703.2904017231556,692.1153645877839,696.8413696289062,3976400,0.0,0.0,Barchart (via proxy)
2025-07-01 00:00:00-04:00,697.0875312677084,702.0203212947517,689.8114195907149,695.5712890625,3301000,0.0,0.0,Barchart (via proxy)
2025-07-02 00:00:00-04:00,697.87514877293,707.6520890032804,694.2125145283134,704.8558959960938,2906500,0.0,0.0,Barchart (via proxy)
2025-07-03 00:00:00-04:00,704.8756190515423,714.8101278484457,702.4043562789261,712.52587890625,1502000,0.0,0.0,Barchart (via proxy)
2025-07-07 00:00:00-04:00,710.5763711184853,712.8113424964284,695.4531308982602,699.9723510742188,2863700,0.0,0.0,Barchart (via proxy)
2025-07-08 00:00:00-04:00,699.7656282086818,700.2284153374733,683.0769270059292,686.5328369140625,3100700,0.0,0.0,Barchart (via proxy)
2025-07-09 00:00:00-04:00,693.4839675097055,693.4839675097055,684.002390801527,685.8238525390625,1763400,0.0,0.0,Barchart (via proxy)
2025-07-10 00:00:00-04:00,686.0011161165238,699.4308968149537,685.7156075291091,698.1903076171875,1733500,0.0,0.0,Barchart (via proxy)
2025-07-11 00:00:00-04:00,692.7455708734839,695.1183990235069,689.437312991075,694.0845947265625,1681800,0.0,0.0,Barchart (via proxy)
2025-07-14 00:00:00-04:00,693.87778542673,702.43384827679,691.3080279547069,702.3058471679688,1909300,0.0,0.0,Barchart (via proxy)
2025-07-15 00:00:00-04:00,702.3058615298904,703.6744518171699,689.2502289184891,691.6821899414062,1981200,0.0,0.0,Barchart (via proxy)
2025-07-16 00:00:00-04:00,697.5798224398959,698.8401225240623,680.6449156490067,697.8948974609375,3323200,0.0,0.0,Barchart (via proxy)
2025-07-17 00:00:00-04:00,695.394097124897,706.3919164862083,693.4249232327309,694.9608764648438,2046100,0.0,0.0,Barchart (via proxy)
2025-07-18 00:00:00-04:00,696.1620505287476,699.3422471656058,687.6256984488332,697.3435668945312,1925200,0.0,0.0,Barchart (via proxy)
2025-07-21 00:00:00-04:00,698.210025744423,701.7742258061262,693.4938156476018,695.118408203125,2006500,0.0,0.0,Barchart (via proxy)
2025-07-22 00:00:00-04:00,692.8144094605602,695.600807285779,681.2160067288611,689.614501953125,1978900,0.0,0.0,Barchart (via proxy)
2025-07-23 00:00:00-04:00,691.1800671461557,707.9279014651892,690.6877736510373,706.4608764648438,2395700,0.0,0.0,Barchart (via proxy)
2025-07-24 00:00:00-04:00,707.8491291273662,714.583730691047,703.7138516826093,708.0952758789062,1974700,0.0,0.0,Barchart (via proxy)
2025-07-25 00:00:00-04:00,709.6508651354819,718.6401483587367,707.2779770486727,717.744140625,1851400,0.0,0.0,Barchart (via proxy)
